Tweet Id,Username,timestamp,followers,friends,retweets,favorites,entities,sentiment,mentions,hashtags,urls
1255980348229529601,fa5fd446e778da0acba3504aeab23da5,Thu Apr 30 22:00:24 +0000 2020,29697,24040,0,0,null;,1 -1,null;,Opinion Next2blowafrica thoughts,null;
1255981220640546816,547501e9cc84b8148ae1b8bde04157a4,Thu Apr 30 22:03:52 +0000 2020,799,1278,4,6,null;,1 -1,null;,null;,null;
1255981244560683008,840ac60dab55f6b212dc02dcbe5dfbd6,Thu Apr 30 22:03:58 +0000 2020,586,378,1,2,null;,2 -1,null;,null;,https://www.bbc.com/news/uk-england-beds-bucks-herts-52472132:-:
1255981472285986816,37c68a001198b5efd4a21e2b68a0c9bc,Thu Apr 30 22:04:52 +0000 2020,237,168,0,0,null;,1 -1,null;,null;,https://lockdownsceptics.org/2020/04/30/latest-news-16/:-:
1255981581354905600,8c3620bdfb9d2a1acfdf2412c9b34e06,Thu Apr 30 22:05:18 +0000 2020,423,427,0,0,i hate u:I_Hate_U:-1.8786140035817729;quarantine:Quarantine:-2.3096035868012508;,1 -4,null;,null;,null;
1255982235662024704,491a98bbc105806cb67f46f5e3f3d888,Thu Apr 30 22:07:54 +0000 2020,52,46,0,0,god forbid:God_Forbid:-1.2640735877261988;covid 19:Coronavirus_disease_2019:-1.535776454600282;president trump:Donald_Trump:-2.5297230987882484;,2 -4,Danartman BishopStika,null;,https://www.dailymail.co.uk/health/article-8266737/Doctors-group-claims-hydroxychloroquine-helps-91-coronavirus-patients.html:-:
1255982852371554304,916dec763c84916c929bb257ff96187d,Thu Apr 30 22:10:21 +0000 2020,70185,10625,213,926,beijing:Beijing:-1.4222174822860647;covid 19:Coronavirus_disease_2019:-1.535776454600282;canada:Canada:-2.138972256472094;,1 -4,null;,null;,https://canoe.com/news/world/u-s-mulling-potential-retaliatory-action-against-china-over-pandemic-sources:-:
1255983890524786689,86e70e2bdc63363a4fecce1c9ba60e0f,Thu Apr 30 22:14:29 +0000 2020,507,379,5,6,null;,1 -4,null;,null;,https://www.dispatch.com/news/20200430/conditions-within-ohiorsquos-coronavirus-infected-prisons-described-as-rsquowar-zonersquo:-:
1255985637246865410,d6fff22276aad81631affdecb83a8d9a,Thu Apr 30 22:21:25 +0000 2020,101,127,0,0,stealth:Stealth_game:-2.646174787470186;,1 -3,null;,null;,http://www.safetyhealthnews.com/covid-prompted-400-rise-in-engagement-led-this-home-health-startup-to-emerge-from-stealth/:-:
1255985687062601729,2af96845573e5256307de4504c9051fc,Thu Apr 30 22:21:37 +0000 2020,414,2151,1,3,quarantine:Quarantine:-2.3096035868012508;,3 -2,AlanCane604,COVID19.,null;
1255985760790069251,c8f0b58eb5105e2318e15ff17b9e4250,Thu Apr 30 22:21:55 +0000 2020,722,572,4,33,fred guttenberg:Fred_Guttenberg:-1.358988884418263;quarantine:Quarantine:-2.3096035868012508;,1 -1,fred_guttenberg GovWhitmer,null;,null;
1255986390803890179,d2c476ec35a8274be8a7e16ccd3cee49,Thu Apr 30 22:24:25 +0000 2020,32756,3035,15,7,kaduna:Kaduna:-1.6483966010617883;kano:Kano:-2.4130422499623903;kano:Kano:-2.4130422499623903;this is madness:This_Is_Madness:-2.856826192413107;,1 -1,MubarakBala,FreeMubarakBala,null;
1255987424003420160,33ceaa2e6b5fd8b8f565fbad72caa5d6,Thu Apr 30 22:28:31 +0000 2020,554,313,0,0,null;,1 -1,null;,null;,null;
1255990446582575109,a97b14453e6bff7957c0e79058ddcb32,Thu Apr 30 22:40:32 +0000 2020,6,2,1,2,mayday:Mayday_%28Canadian_TV_series%29:-2.4274194892272223;mayday:Mayday_%28Canadian_TV_series%29:-2.4274194892272223;,1 -1,null;,null;,null;
1255993051161546752,ed54b52688d4a550d43e68d843f2cb2d,Thu Apr 30 22:50:53 +0000 2020,183,427,1,0,leukemia:Leukemia:-1.5352150015828259;all black:New_Zealand_national_rugby_union_team:-2.629858051872266;fiv:Feline_immunodeficiency_virus:-2.9356132010899354;,3 -3,null;,adoptables blackcats beautifulcats rescue cats kittens philly BucksCountyPA,null;
1255993107319009281,8649803dcbe651e7e7b7ff3ba2c324f0,Thu Apr 30 22:51:06 +0000 2020,6598,1417,0,0,null;,1 -1,null;,null;,null;
1255993182812344323,ea35b04309d982a91e2ec10db7faa231,Thu Apr 30 22:51:24 +0000 2020,1051,201,0,0,seinfeld:Seinfeld:-1.1554060826564363;,2 -2,null;,null;,https://www.youtube.com/watch?v=sWjgjxvBJpo&feature=youtu.be:-:
1255994092955328520,c8466fbf206e3b13f7d17e0bc899ca57,Thu Apr 30 22:55:01 +0000 2020,111,494,0,0,dartford:Dartford_F.C.:-1.7465831715526192;windows:Microsoft_Windows:-2.7904184894171227;balconies:Balcony:-2.930512226015129;,1 -1,,null;,https://www.instagram.com/p/B_n12DMpwQNTnH6Uhhq9vgY9qoz29SV8Kn3Imo0/?igshid=19hgom4934u7f:-:
1255995359660331012,9ab4a033ec70546c8bad0ed6dc677f5f,Thu Apr 30 23:00:03 +0000 2020,132,329,0,0,breaking news:Breaking_news:-2.635676665393473;democrazy:Democrazy:-2.741076674919324;,2 -2,null;,null;,null;
1255996489614196743,85bc7878f69dcc52b76f707a3cb957aa,Thu Apr 30 23:04:33 +0000 2020,4542,1248,4,2,wicked:Wicked_%28musical%29:-2.851585888829314;,3 -3,null;,null;,null;
1255997045774716930,8c2d8daeeb43caf366dc85355b6e8fa1,Thu Apr 30 23:06:45 +0000 2020,730,1153,0,0,resting bitch face:Resting_bitch_face:-1.5128301513263855;,2 -4,null;,null;,null;
1255997534172000258,ee8757b8b51dfe14734d215ce0261f48,Thu Apr 30 23:08:42 +0000 2020,5075,5569,131,111,fbi swat:FBI_Special_Weapons_and_Tactics_Teams:-2.4568959269206005;locked away:Locked_Away:-2.9175638604093987;,1 -4,null;,null;,null;
1255999990176112643,247e19dbaed6a60f5de6358dda68f9a7,Thu Apr 30 23:18:27 +0000 2020,143,192,0,0,gurugram:Gurgaon:-1.534052571357157;india:India:-1.6783115108896653;medanta:Medanta:-1.7595700328711954;,2 -1,achlendra MoHFW_INDIA cmohry DC_Gurugram drharshvardhan,null;,null;
1256000589961539590,9787402c6761faec7c219852f6ae87cb,Thu Apr 30 23:20:50 +0000 2020,330,50,0,0,null;,2 -1,WFSBnews GovNedLamont DennisHouseTV,null;,null;
1256000880362393601,3698819ee2491701e1d07f207e369aac,Thu Apr 30 23:21:59 +0000 2020,3440,4988,2,0,active measures:Active_measures:-1.7524873121804179;china:China:-2.113921624336916;,2 -1,null;,null;,null;
1256001005180710912,150a62bc199e35243e957b64811f4b61,Thu Apr 30 23:22:29 +0000 2020,45543,333,0,0,google:Google:-2.5175167382648445;,1 -2,null;,null;,null;
1256001420408639488,9c711736d0e139c2f47d18740f7b4c55,Thu Apr 30 23:24:08 +0000 2020,782,493,0,0,my guy:My_Guy:-1.5701614374287076;please stay:Please_Stay_%28Kylie_Minogue_song%29:-2.1003626909585003;,2 -1,SendeKamo NCDCgov,null;,null;
1256001655297970178,33f35ffe0f6d78ded6f1cc72e311a905,Thu Apr 30 23:25:04 +0000 2020,1243,1830,0,0,null;,1 -1,null;,COVID19,null;
1256002445152595968,cf58b045806a08845e38d35d9f564d40,Thu Apr 30 23:28:12 +0000 2020,3,110,3,5,mitch mcconnell:Mitch_McConnell:-0.6675549773073155;negligence:Negligence:-2.54827359496993;fox:Fox_Broadcasting_Company:-2.6153054618329423;lied:Lied:-2.814977142954361;,1 -3,TheDemCoalition H_Combs,null;,null;
1256002905905098752,a49f2ceb9aebc64ccb983ffd237c2dba,Thu Apr 30 23:30:02 +0000 2020,728662,859,29,47,wsj:The_Wall_Street_Journal:-2.399445571850927;,2 -1,null;,null;,https://www.wsj.com/articles/coronavirus-deaths-in-u-s-nursing-long-term-care-facilities-top-10-000-11587586237:-:
1256004732939894791,40573484f5051ba2d106ff47c03a5b6c,Thu Apr 30 23:37:18 +0000 2020,282,803,4,4,hydroxychloroquine:Hydroxychloroquine:-1.083599029221355;turkey:Turkey:-1.464368631285348;,3 -2,zev_dr raoult_didier LukeMor19529310 niro60487270 RiganoESQ IngrahamAngle realDonaldTrump,null;,https://www.youtube.com/watch?v=KSgbYwWFZC8&feature=youtu.be:-:
1256004998170677249,ca400034e467fc6b2bb7e1ae7383b6ac,Thu Apr 30 23:38:21 +0000 2020,1397,522,0,0,pic:Maurice_Pic:-2.955856014584561;,1 -1,PplsCityCouncil,null;,null;
1256005436576333824,c316defb7f49cb5648f18e303f27b185,Thu Apr 30 23:40:06 +0000 2020,7553328,1824,29,84,jessica meir:Jessica_Meir:-0.8819699666481685;space station:Space_station:-2.620635176228523;,1 -1,null;,null;,https://www.nbcnews.com/video/sheltering-in-place-in-outer-space-82826309559?cid=sm_npd_nn_tw_ma:-:
1256005562472509440,9f22731af90cddf583b17fd64a5f4455,Thu Apr 30 23:40:36 +0000 2020,2792,267,49,27,null;,2 -2,null;,null;,null;
1256006592006422528,6d9d654f452145ef40090a4befbfcdcc,Thu Apr 30 23:44:41 +0000 2020,1369,653,0,0,null;,2 -2,null;,null;,null;
1256007194430095360,6b2ff1f7d423c4fc8181da773d9b691e,Thu Apr 30 23:47:05 +0000 2020,2428,1147,17,69,emu:Emu:-2.862964979657812;,1 -1,null;,null;,null;
1256007267276726276,ed955f6be7fe9de051aacbdfad37d379,Thu Apr 30 23:47:22 +0000 2020,50,123,0,0,null;,1 -3,MaxxisHarry Wullieboyd25 RosannaDaniels9 jeffnewberry BillGates,null;,null;
1256009205741486081,2435a45b85628172c5a47122144a7c67,Thu Apr 30 23:55:04 +0000 2020,47760425,1106,42,81,covid 19:Coronavirus_disease_2019:-1.535776454600282;missouri:Missouri:-2.144181677743898;pork:Pork:-2.4934849967996495;,3 -1,null;,null;,https://edition.cnn.com/us/live-news/us-coronavirus-update-04-30-20/h_bc7bbb87504e1d44ac704c5af6dceae3?utm_content=2020-04-30T23%3A55%3A04&utm_source=twCNN&utm_term=link&utm_medium=social:-:
1256009423157432320,d0c1f438332cfba760331dd496a77a5d,Thu Apr 30 23:55:56 +0000 2020,40016,38749,0,0,null;,1 -1,CircleJLJ,null;,https://www.amazon.com/Chalice-Blade-Bree-MacLeods-Story-ebook/dp/B085299T4K/:-:https://www.amazon.de/dp/0999843419:-:
1256009439921856513,c4b982654721033bb071a8a458ed8bc7,Thu Apr 30 23:56:00 +0000 2020,43,89,0,0,null;,1 -3,TheDaniel_Ray,null;,null;
1256011457382289410,49d71d2926eb021f88dd041a97a8afb3,Fri May 01 00:04:01 +0000 2020,1234,622,0,0,quarantine:Quarantine:-2.3096035868012508;,2 -1,null;,null;,null;
1256013676169003009,dc2902795b28ee21cfc2c7b5484a9a5d,Fri May 01 00:12:50 +0000 2020,100,982,0,0,starz:Starz:-1.3820776361368754;,2 -1,Power_STARZ,PowerBook2🤟🏾.. QuarantineLife🥃,null;
1256013923012075521,71b8a18c87d83db0ff19e19eef3d3354,Fri May 01 00:13:49 +0000 2020,3596,3726,30,23,null;,1 -3,null;,LiberalismIsTheRealPandemic DemocratsAreCrooks Trump2020 KAG,https://www.thegatewaypundit.com/2020/04/years-hiding-emails-general-flynn-former-attorneys-covington-law-firm-obamas-wingman-partner-suddenly-discovers-thousands-documents-related-case/:-:
1256014401779437569,ca244b4acfde291f864d77285efbdecc,Fri May 01 00:15:43 +0000 2020,1615,1998,0,0,null;,2 -1,null;,CNNTownHall,null;
1256014458721144833,9649216aec946b7e6e1bf021740d66f4,Fri May 01 00:15:57 +0000 2020,182,69,74,108,gujarat:Gujarat:-1.2279378065224633;gujarat:Gujarat:-1.2279378065224633;gujaratis:Gujarati_people:-1.7128823080613353;cm:Midfielder:-2.655393901613877;,2 -3,vijayrupanibjp,VijaySankalp,null;
1256016698727002113,81452e50336836245a336dfe5142ca59,Fri May 01 00:24:51 +0000 2020,94335,10252,7,7,null;,1 -3,null;,null;,https://www.rawstory.com/2020/04/trump-is-taking-the-ukraine-playbook-and-using-it-on-americans-threatened-with-coronavirus-columnist/:-:
1256017413289713674,6c8977ac23fca4f6e77d72392cd5bdf7,Fri May 01 00:27:41 +0000 2020,4168,982,0,0,the new normal:The_New_Normal_%28TV_series%29:-1.3026981826255204;chessboard:Chessboard:-1.9848886370719951;social distance:Social_distance:-2.7928648022485434;,1 -1,null;,null;,null;
1256017616130338822,38c7e7b8fc5ab9c66bf17ef1ef67dea7,Fri May 01 00:28:30 +0000 2020,5940,5682,49,28,president trump:Donald_Trump:-2.5297230987882484;cdc:Centers_for_Disease_Control_and_Prevention:-2.5639323763517483;,1 -2,null;,Coronavirus,https://www.foxnews.com/world/who-sweden-which-avoided-mass-coronavirus-lockdowns-should-be-model-for-the-world:-:
1256017964878516225,edae163eadbc5e4ec3df9f4453885a9e,Fri May 01 00:29:53 +0000 2020,13174,976,3,33,quarantine:Quarantine:-2.3096035868012508;,2 -1,null;,null;,null;
1256020823254720512,e4411f8928f5076a3587bf4b36bc4c1f,Fri May 01 00:41:14 +0000 2020,43558,3209,0,0,guacamole:Guacamole:-1.4131646192961576;,1 -1,TibaTibayun,TacoTuesday CincoDeMayo guacamole HomemadeCinco,https://avocadosfrommexico.com/cincodemayo/homemade-guac/recipe/creamy-pepper-puree-guacamole/?utm_source=twitter&utm_medium=chirpify&utm_campaign=Cinco:-:
1256020924119150593,ab6d93b66aae80d06b940c3d24438dee,Fri May 01 00:41:38 +0000 2020,4474,102,174,568,joe biden:Joe_Biden:-0.7977611841204905;morning joe:Morning_Joe:-0.9548934744266991;rape:Rape:-2.66907378193507;,1 -4,null;,null;,null;
1256021049096966144,1c1af2b504cbdfe9543bd56f244ff066,Fri May 01 00:42:08 +0000 2020,35444,250,12,20,err:Eesti_Rahvusringh%C3%A4%C3%A4ling:-2.313123870325369;,2 -2,null;,COVID19,null;
1256021511137361925,475afad6e63bfb00c5016e9e90d89694,Fri May 01 00:43:58 +0000 2020,34,130,0,0,quarantine:Quarantine:-2.3096035868012508;now now:Now%2C_Now:-2.9722922834540264;,3 -1,starboyterri,null;,https://empire.ffm.to/ojoro:-:
1256021769284182016,e9d9eca6f3f6e1c929e06731d9b8bdf8,Fri May 01 00:45:00 +0000 2020,2304321,744,21,382,null;,2 -1,null;,null;,https://www.barstoolsports.com/blog/2376706/professor-encourages-student-whose-father-died-of-coronavirus-to-attend-her-zoom-lecture-to-take-her-mind-of-things-on-the-day-of-the-funeral:-:
1256022463256936449,da39039187c6db791b89a778f06d0e56,Fri May 01 00:47:45 +0000 2020,4,12,0,0,null;,2 -1,RN20191 khamenei_ir,null;,null;
1256024503412568065,7bece1813dd02c990fa5011b65b99219,Fri May 01 00:55:52 +0000 2020,107,537,1,1,null;,1 -2,yngprnc_ itscmonsta,null;,null;
1256025588525080577,08b761443fd2c8b42e3bd278dba2ab2a,Fri May 01 01:00:10 +0000 2020,198865,226,49,128,walmart:Walmart:-1.2465364113676556;amazon:Amazon_%28company%29:-2.435477582284357;,3 -1,GavinNewsom Amazon Walmart.,COVID19.,https://ktla.com/news/calfresh-recipients-now-able-to-use-ebt-cards-to-buy-groceries-online-via-amazon-walmart/:-:
1256025726421254144,25cc529a113dba1a87ab0af6bb0e6845,Fri May 01 01:00:43 +0000 2020,191,171,0,0,null;,2 -1,null;,ParksAndRec,null;
1256025785120456709,af8c25836685b9e7bef5a225ba4d8c1e,Fri May 01 01:00:57 +0000 2020,142,131,0,0,fred guttenberg:Fred_Guttenberg:-1.358988884418263;,1 -1,179West ItsSaylorMoon Saoirse_369 lightheart1 fred_guttenberg GovWhitmer,null;,null;
1256026489750908928,3412902b9414327a081a9a0a902279d7,Fri May 01 01:03:45 +0000 2020,120,462,0,0,sam adams:Sam_Adams_%28Oregon_politician%29:-2.255953886487946;,1 -1,Sanityreturn2us,null;,null;
1256026753996333061,3cfa9ec95d35ed466144ec555c7fd38d,Fri May 01 01:04:48 +0000 2020,1354,2856,0,0,null;,2 -1,Intentexplorer,null;,null;
1256026888226648065,0064dec6ecf39cc9c300089c64e331c7,Fri May 01 01:05:20 +0000 2020,914,947,0,0,i swear:I_Swear:-2.1901907260791167;,1 -1,cepetittae,null;,null;
1256027236374806528,2890d823218c1550a1ac126e012c6a63,Fri May 01 01:06:43 +0000 2020,27,60,0,0,social distancing:Social_distancing:-1.4103273474020743;home alone:Home_Alone:-1.8099228626183645;my husband and i:My_Husband_and_I_%281987_TV_series%29:-2.587397204443045;,1 -1,null;,CNNTownHall,null;
1256027983321628673,9bcb364c668b4819c868c0e7db451c47,Fri May 01 01:09:41 +0000 2020,364,458,1,9,jim jordan:Jim_Jordan_%28American_politician%29:-1.1028349100857942;,2 -1,Qanon76 realDonaldTrump Jim_Jordan,null;,null;
1256028368832782338,c3ce0ddee37868ecd3ce4458e90eb072,Fri May 01 01:11:13 +0000 2020,36,2,0,0,little league world series:Little_League_World_Series:-1.6301314025121127;,1 -1,null;,null;,https://patch.com/pennsylvania/harrisburg/s/h3lap/2020-little-league-world-series-cancelled-due-coronavirus?utm_source=twitter.com&utm_medium=social&utm_term=sports&utm_campaign=autopost&utm_content=harrisburg:-:
1256028884719382528,f8382478d57af6bc9248c5a20624db7e,Fri May 01 01:13:16 +0000 2020,556,697,0,0,boyz ii men:Boyz_II_Men:-0.7515686993151477;,1 -3,null;,null;,null;
1256029564200865792,5147f65a9b933f40dd0821cf29678955,Fri May 01 01:15:58 +0000 2020,341,206,0,0,honolulu hi:Honolulu:-0.6569827244039244;,1 -1,null;,"Honolulu, Healthcare",https://www.careerarc.com/job-listing/cvs-health-jobs-longs-drugs-pharmacy-technician-15732121?campaign_id=3770&src=102&tx=ZiluOb78vZFAUw&utm_campaign=TW102&utm_medium=TW&utm_source=JC:-:
1256029681624612864,143039f22887a733d3153b0eb72179ed,Fri May 01 01:16:26 +0000 2020,93,476,0,0,get a life:Get_a_Life_%28TV_series%29:-1.7608428262268807;quarantine:Quarantine:-2.3096035868012508;,3 -4,eboymeruem,null;,null;
1256030613750063106,eec9dcbdf27c7dec732e14a5e4c37b84,Fri May 01 01:20:08 +0000 2020,93567,2927,8,50,bet:BET:-2.4536822119618926;president trump:Donald_Trump:-2.5297230987882484;,1 -1,null;,null;,null;
1256033099353329664,f8f2524758b95111af89a0abda7ea233,Fri May 01 01:30:01 +0000 2020,10956,1265,2,3,assisted living:Assisted_living:-2.0579070890458553;,1 -1,null;,COVID19 LTCHeroes,https://www.foxnews.com/opinion/coronavirus-nursing-home-crisis-4-things-need-now-mark-goldfeder-ira-bedzow:-:
1256034077255196673,f8be0c0b64df159cda2ea2f0bba2bf06,Fri May 01 01:33:54 +0000 2020,9,22,0,0,null;,2 -1,eddienam ericnamofficial,null;,null;
1256034169559420928,cc62286d9b0e6876faf24c0fa49cbe63,Fri May 01 01:34:16 +0000 2020,7129,4885,0,0,covid 19:Coronavirus_disease_2019:-1.535776454600282;hahaha:Hahaha_%28film%29:-2.575931629109555;,3 -1,WhiteHouse,ThrowbackThursday... Trumpdemic Trump TrumpIsNotADoctor TrumpIsALoser,https://www.youtube.com/watch?v=7Y7rOEHNiTU&feature=youtu.be:-:
1256034611252977664,b021409b3ca6a7653b4d688bf23247b6,Fri May 01 01:36:01 +0000 2020,193,162,6,12,covid 19:Coronavirus_disease_2019:-1.535776454600282;,3 -2,ConversationEDU ali_bat,COVID__19:,https://theconversation.com/no-aussie-bats-wont-give-you-covid-19-we-rely-on-them-more-than-you-think-137168:-:
1256034869995376640,9ce6d509688ed2ba216fa5028f7291f4,Fri May 01 01:37:03 +0000 2020,628,1056,0,0,britney spears:Britney_Spears:-0.7770872650709856;,1 -2,littlejenna37,QuarentineLife,null;
1256035633333764096,08fb85a0ee360165c78a34a1a65a723c,Fri May 01 01:40:05 +0000 2020,0,23,0,0,fyi:FYI_%28American_TV_channel%29:-1.5419610433594508;flu shot:Flu_Shot_%2830_Rock%29:-2.4007036618861672;vaccine:Vaccine:-2.6651530673745762;,1 -2,InkedPOV TrinityStClair,null;,null;
1256035792750870530,1e386db3e815559708d524feed2026b6,Fri May 01 01:40:43 +0000 2020,70,44,0,0,covid 19:Coronavirus_disease_2019:-1.535776454600282;iphone:IPhone:-1.5876297781509363;5g:5G:-2.323473488468227;,1 -1,Messylifemama PNotparis saigedara UofMaryland,null;,null;
1256036607888486403,b92e9ef23d98a8a099f86ffd44d38ea9,Fri May 01 01:43:58 +0000 2020,404,86,1,2,covid 19:Coronavirus_disease_2019:-1.535776454600282;india:India:-1.6783115108896653;businessinsider:Business_Insider:-2.2008544281013878;,2 -1,null;,null;,https://www.businessinsider.in/business/news/sbi-foundation-commits-rs-30-cr-for-covid-19-relief-measures/articleshow/75476754.cms:-:
1256036771961491456,0149ca52124fb42b6759257670445f0d,Fri May 01 01:44:37 +0000 2020,862,865,1,4,ptsd:Posttraumatic_stress_disorder:-1.9476108342477447;pastoral care:Pastoral_care:-2.43063366390887;,2 -1,null;,null;,null;
1256036795168538624,0a44b781f4fa56648450ad7f1b11a320,Fri May 01 01:44:42 +0000 2020,0,5,0,0,social distancing:Social_distancing:-1.4103273474020743;,1 -1,CashbeanO,null;,null;
1256037611505844225,f8ca25722d6e771701cca31f1f2d16a5,Fri May 01 01:47:57 +0000 2020,23343,1931,15,34,china:China:-2.113921624336916;free speech:Freedom_of_speech:-2.334768159669342;civil rights:Civil_and_political_rights:-2.6100740280434036;,1 -3,null;,null;,null;
1256039043340603392,afdd194fac79020d2f32501ebe977b1a,Fri May 01 01:53:38 +0000 2020,19985,549,0,0,null;,2 -1,null;,null;,null;
1256040708450004995,f18cf9c19f54083e72d90b7b346602e5,Fri May 01 02:00:15 +0000 2020,2,11,0,0,disinfectant:Disinfectant:-1.4535180466462772;civil war:American_Civil_War:-2.9774222199081426;,2 -4,vinnierup RepAdamSchiff,null;,null;
1256041052378669059,5e21130a2d9513ba61cb5665042a5149,Fri May 01 02:01:37 +0000 2020,53,138,0,0,macbook:MacBook:-2.1306493056292353;laptop:Laptop:-2.316491865777001;,3 -1,msMayface,null;,null;
1256041215960780800,708890897b1f3a6bf7354dd8ff71e7f0,Fri May 01 02:02:16 +0000 2020,523,133,0,0,deloitte:Deloitte:-1.2891169027490936;,3 -1,ichapper ichapper,Deloitte,null;
1256041546992025606,448b5f2a47e8a37e191dafc0f358c719,Fri May 01 02:03:35 +0000 2020,3,13,3,9,null;,1 -1,null;,null;,null;
1256041945794777090,c2d1ece522276e5f07d3f0dbc9d71ea9,Fri May 01 02:05:10 +0000 2020,0,9,0,0,ppe:Philosophy%2C_politics_and_economics:-2.481280260595;,1 -1,CoorsLight,CouldUseABeer,null;
1256042834974531584,1d44d656fdef46eff300d57ab28b221a,Fri May 01 02:08:42 +0000 2020,289,569,0,0,m a:Master_of_Arts:-2.9821480426613713;,2 -2,TrueFactsStated realDonaldTrump,null;,null;
1256043589932658698,0d8c98795501789937ba2784d429f265,Fri May 01 02:11:42 +0000 2020,895,840,0,0,ect:Time_in_Ecuador:-1.584310954438006;,3 -4,null;,null;,null;
1256044554639347713,2d03da22b1fe64d84111044cd26ffb96,Fri May 01 02:15:32 +0000 2020,459,153,0,0,tevez:Carlos_Tevez:-1.1605434409585447;adam kadmon:Adam_Kadmon:-1.289955736576556;crete:Crete:-1.3019729265228055;crete:Crete:-1.3019729265228055;odysseus:Odysseus:-1.5462555881389464;japan:Japan:-1.846244012943471;china:China:-2.113921624336916;ptolemy lagus:Ptolemy_I_Soter:-2.233591535643808;naxos:Naxos_%28company%29:-2.428098197531736;macedonia:North_Macedonia:-2.80956604102935;,2 -1,mkmk30515133 equingirl speculator5781 LegoDonmaz maanlichtt Panagio01739159 kara_melegim Makedni xeri_nikos MakedonVardar LfwrzyMu4fFe8bO KSpartiatis pp072516 NJorgotsakis DDefne7 SouthMacedon DenizNazli18 jaqenhaghar0 RistoRalsei ODYSSEUS_1864 Electra306 OdLerin ptolemy_Lagus Darnakas3 JordanTviterka makedonien_mk SamuGun1 vladegv DinosPalaio TSvokos NikosChangez Costantinoskap1 Uppermind2 adam_kadmon_83 IhaOpa Macedonian4Eva JimParissis Al3xanderTh3Gr8 APsilos oc1hr9id47 pan_naxos MACEDONIA_MK ProfessorVolk TJ3TZFnJt3LNK1z vlad_tevez Vasilei50182581 pjdeyano PSpartiatissa tsaka_geo maked_nikos,null;,null;
1256047855573372931,2519df0d714c0cf16e732120896afa6d,Fri May 01 02:28:39 +0000 2020,120,158,0,0,e jean carroll:E._Jean_Carroll:-1.1922954962618633;,3 -4,berniebromanny JoyAnnReid,null;,null;
1256048165121191936,107a6f5d4f1b4d78c4f66306d92a7fc2,Fri May 01 02:29:53 +0000 2020,9152,689,7,20,gurugram:Gurgaon:-1.534052571357157;,2 -3,cdgurugram IASassociation diprogurugram1 Dist_Admin_Ggm mlkhattar,GurugramFightsCorona,null;
1256050243910529025,15ed2383008728c31fe2494b6f373aff,Fri May 01 02:38:09 +0000 2020,3386,4989,4,90,pixie cut:Pixie_cut:-1.4580769645914964;,1 -1,null;,null;,null;
1256051076475863041,ba228cd499224cab728359305bef59fb,Fri May 01 02:41:27 +0000 2020,107368,106108,6,8,arkansas:Arkansas:-2.3584441322709426;arkansas:Arkansas:-2.3584441322709426;,1 -1,null;,null;,https://www.newsbreakapp.com/n/0Ov7Dzj4?s=a2&pd=03Q443vH:-:
1256051190019895296,887718af9ea9f4e968a87a6d21ce7f77,Fri May 01 02:41:54 +0000 2020,3927,4928,0,0,racist:Racism:-2.7489182698143284;,1 -1,RashidaTlaib,null;,null;
1256051747887419392,4c248f54438a950769ba001f2ea75e3b,Fri May 01 02:44:07 +0000 2020,2766,949,0,0,lil baby:Lil_Baby:-0.8014550501130469;lyricist:Lyricist:-2.7439079830804167;,3 -2,null;,null;,null;
1256053435037650945,bcfdee31a648f14f544b1b6b76cb938f,Fri May 01 02:50:49 +0000 2020,5238,1318,101,234,null;,1 -1,null;,TheRona FactsMatter FactsNotFear,null;
1256055656978792448,aaeb1e8b78d4a2f1dcc7691cc176f05a,Fri May 01 02:59:39 +0000 2020,197,302,0,0,null;,1 -2,null;,null;,null;
1256060706899689472,ca575f42ee549a122845fd6d988c379a,Fri May 01 03:19:43 +0000 2020,4820,3824,0,0,north caucasus:North_Caucasus:-1.4192599089559894;,1 -2,null;,null;,https://jamestown.org/program/the-pandemic-crisis-erupts-into-riots-in-the-north-caucasus/:-:
1256061646465904640,61f5c6810d8576152332efdc3e3cbdbf,Fri May 01 03:23:27 +0000 2020,453,3425,1,0,covid 19:Coronavirus_disease_2019:-1.535776454600282;nhl:National_Hockey_League:-2.372234671556665;flashback:Flashback_%28narrative%29:-2.5939205704243546;wcre:WCRE:-2.8177440442798525;nj:New_Jersey:-2.947088870304646;,1 -1,WCRE1 WCRE_BPropp,Guffaw!,https://open.spotify.com/episode/5Ju2Ial6T2UQBYvNXWhW5q?si=qWgSnswaQwuThQkzAT4xIg:-:https://podcasts.apple.com/us/podcast/broad-street-brokers/id1473715712?i=1000448412713:-:
1256062044891217926,72e48d577225e6c71fb8325cfed1f3a2,Fri May 01 03:25:02 +0000 2020,2941,2553,0,0,null;,2 -1,TheMadPrepper,null;,null;
